decision,scope,title,authors,year,journal,publisher,doi,landing_url,pdf_url,discovered_in,queries,existing_source_id,existing_title_score,validation_basis
eligible,Global interbasin-transfer literature,Color removal for large-scale interbasin water transfer: Experimental comparison of five sorption media,Diana Ordonez | Andrea Valencia | Bianca Pereira | Ni-Bin Chang,2022,Environmental Research,Elsevier BV,10.1016/j.envres.2022.113208,https://doi.org/10.1016/j.envres.2022.113208,,Crossref,interbasin water transfer,,0.4722,resolving DOI
eligible,Global interbasin-transfer literature,Optimizing the operating rule of a controversial interbasin water transfer: the Tagus-Segura aqueduct (Spain),Carlotta Valerio | Matteo Giuliani | Andrea Castelletti | Alberto Garrido | Lucia De Stefano,2022,,Copernicus GmbH,10.5194/egusphere-egu22-1072,https://doi.org/10.5194/egusphere-egu22-1072,,Crossref,interbasin water transfer,,0.5497,resolving DOI
hold,Global interbasin-transfer literature,Interbasin Water Transfer Capacity Design by Two Approaches of Simulation-Optimization and Multicriteria Decision Making,Mojtaba Shourian | Yousef Raoufi | Jalal Attari,2017,Journal of Water Resources Planning and Management,American Society of Civil Engineers (ASCE),10.1061/(asce)wr.1943-5452.0000818,https://doi.org/10.1061/(asce)wr.1943-5452.0000818,,Crossref,interbasin water transfer,,0.5333,no resolving DOI or live landing page
eligible,Global interbasin-transfer literature,The Permissibility of Projects for Interbasin Water Transfer under the Prism of the EU Water and Environmental Legislation,Vasiliki (vicky) Karageorgou,,EU Environmental and Planning Law Aspects of Large-Scale Projects,Intersentia,10.1017/9781780687360.013,https://doi.org/10.1017/9781780687360.013,,Crossref,interbasin water transfer,,0.5728,resolving DOI
eligible,Global interbasin-transfer literature,Population genetics reveals bidirectional fish movement across the Continental Divide via an interbasin water transfer,Audrey C. Harris | Sara J. Oyler-McCance | Jennifer A. Fike | Matthew P. Fairchild | Christopher M. Kennedy | Harry J. Crockett | Dana L. Winkelman | Yoichiro Kanno,2022,Conservation Genetics,Springer Science and Business Media LLC,10.1007/s10592-022-01455-5,https://doi.org/10.1007/s10592-022-01455-5,https://link.springer.com/content/pdf/10.1007/s10592-022-01455-5.pdf,Crossref,interbasin water transfer,,0.4918,resolving DOI
eligible,Global interbasin-transfer literature,5.3 Interbasin water transferRapporteur: Stevan Bruk. Participants: 110,S BRUK,2001,Water Policy,Elsevier BV,10.1016/s1366-7017(01)00054-x,https://doi.org/10.1016/s1366-7017(01)00054-x,,Crossref,interbasin water transfer,,0.5564,resolving DOI
eligible,Global interbasin-transfer literature,"Assessment of Interbasin Water Transfer Using Geoinformatics Approach: A Case Study of Shivnath Basin, India",Chandan Kumar Singh | Divesh Lanjewar | Ishtiyaq Ahmad | Y. B. Katpatal,2021,Lecture Notes in Civil Engineering,Springer Nature Singapore,10.1007/978-981-16-4396-5_81,https://doi.org/10.1007/978-981-16-4396-5_81,,Crossref,interbasin water transfer,,0.625,resolving DOI
eligible,Global interbasin-transfer literature,An Analysis of Influences of Interbasin Water Transfer on Water Resources Carrying Capacity Over Dianchi-Pudu River Basin,Xuanxuan Du | Jinming Chen | Shixiang Gu | Gang Chen,2020,IOP Conference Series: Earth and Environmental Science,IOP Publishing,10.1088/1755-1315/525/1/012040,https://doi.org/10.1088/1755-1315/525/1/012040,https://iopscience.iop.org/article/10.1088/1755-1315/525/1/012040/pdf,Crossref,interbasin water transfer,,0.625,resolving DOI
eligible,Global interbasin-transfer literature,Rationale of interbasin water transfer in India in the broad context of long-distance transfers,Sharad K. Jain,2026,Current Science,Current Science Association,10.18520/cs/v130/i12/1059-1065,https://doi.org/10.18520/cs/v130/i12/1059-1065,,Crossref,interbasin water transfer,,0.5561,resolving DOI
eligible,Global interbasin-transfer literature,Interbasin water transfers in the United States and Canada,Md. Abu Bakar Siddik | Kerim E. Dickson | James Rising | Benjamin L. Ruddell | Landon T. Marston,2023,Scientific Data,Springer Science and Business Media LLC,10.1038/s41597-023-01935-4,https://doi.org/10.1038/s41597-023-01935-4,https://www.nature.com/articles/s41597-023-01935-4.pdf,Crossref,interbasin water transfer,,0.6441,resolving DOI
eligible,Global interbasin-transfer literature,Development of payment standards for ecosystem services in the largest interbasin water transfer projects in the world,Jian Sun | Zhiliang Dang | Shaokui Zheng,2017,Agricultural Water Management,Elsevier BV,10.1016/j.agwat.2016.06.025,https://doi.org/10.1016/j.agwat.2016.06.025,,Crossref,interbasin water transfer,,0.5648,resolving DOI
eligible,Global interbasin-transfer literature,Why India Needs Large Water Resource Projects Involving Interbasin Water Transfers,M. Dinesh Kumar,2018,Water Policy Science and Politics,Elsevier,10.1016/b978-0-12-814903-4.00003-8,https://doi.org/10.1016/b978-0-12-814903-4.00003-8,,Crossref,interbasin water transfer,,0.6375,resolving DOI
eligible,Global interbasin-transfer literature,Impacts of the hydropower-controlled Tana-Beles interbasin water transfer on downstream rural livelihoods (northwest Ethiopia),Sofie Annys | Enyew Adgo | Tesfaalem Ghebreyohannes | Steven Van Passel | Joost Dessein | Jan Nyssen,2019,Journal of Hydrology,Elsevier BV,10.1016/j.jhydrol.2018.12.012,https://doi.org/10.1016/j.jhydrol.2018.12.012,,Crossref,interbasin water transfer,,0.5455,resolving DOI
eligible,Global interbasin-transfer literature,"BARRIER effect of tunneling on groundwater flow in interbasin water transfer: case of northern collector tunnel, Kenya",Rosemary Wanjiru Nyingi | Jeremiah Kimani Mwangi | Poolad Karimi | Jeremiah Kipkulei Kiptala,2026,"Journal of Agriculture, Science and Technology",African Journals Online (AJOL),10.4314/jagst.v24i5.6,https://doi.org/10.4314/jagst.v24i5.6,https://www.ajol.info/index.php/jagst/article/download/314092/295442,Crossref,interbasin water transfer,,0.5414,resolving DOI
hold,Global interbasin-transfer literature,Effects of interbasin water transfer on regional climate: A case study of the Middle Route of the South‐to‐North Water Transfer Project in China,Feng Chen | Zhenghui Xie,2010,Journal of Geophysical Research: Atmospheres,American Geophysical Union (AGU),10.1029/2009jd012611,https://doi.org/10.1029/2009jd012611,,Crossref,interbasin water transfer,,0.5552,no resolving DOI or live landing page
hold,Global interbasin-transfer literature,Emergence of Water-Energy-Food Nexus Resulting from Interbasin Water Transfer: Economic Analysis for a Transboundary River Basin in South Asia,Shokhrukh-Mirzo Jalilov,2021,Journal of Water Resources Planning and Management,American Society of Civil Engineers (ASCE),10.1061/(asce)wr.1943-5452.0001442,https://doi.org/10.1061/(asce)wr.1943-5452.0001442,,Crossref,interbasin water transfer,,0.625,no resolving DOI or live landing page
hold,Global interbasin-transfer literature,Interbasin Water Transfers and Sustainable Water Use: A Relationship of Contradiction or Compatibility?,Vicky Karageorgou,,Globalisation and Ecological Integrity in Science and International Law,Cambridge Scholars Publishing,10.5848/csp.2833.00018,https://doi.org/10.5848/csp.2833.00018,,Crossref,interbasin water transfer,,0.5354,no resolving DOI or live landing page
eligible,Global interbasin-transfer literature,Interbasin Water Transfers: The Brazilian Experience and International Case Comparisons,José Geraldo Pena de Andrade | Paulo Sergio Franco Barbosa | Luiz Carlos Alves Souza | Daniel Lucas Makino,2011,Water Resources Management,Springer Science and Business Media LLC,10.1007/s11269-011-9781-6,https://doi.org/10.1007/s11269-011-9781-6,http://link.springer.com/content/pdf/10.1007/s11269-011-9781-6.pdf,Crossref,interbasin water transfer,,0.5753,resolving DOI
eligible,Global interbasin-transfer literature,A Modelling Approach to Forecast the Effect of Climate Change on the Tagus-Segura Interbasin Water Transfer,Javier Senent-Aparicio | Adrián López-Ballesteros | Francisco Cabezas | Julio Pérez-Sánchez | Eugenio Molina-Navarro,2021,Water Resources Management,Springer Science and Business Media LLC,10.1007/s11269-021-02919-y,https://doi.org/10.1007/s11269-021-02919-y,https://link.springer.com/content/pdf/10.1007/s11269-021-02919-y.pdf,Crossref,interbasin water transfer,,0.5081,resolving DOI
eligible,Global interbasin-transfer literature,Assessing the Impact of Interbasin Water Transfer on Terrestrial Water Budget: A GRACE-Based Case Study in China’s Haihe River Basin,Chong Zhang | Haonan Shen | Yun Pan,2026,,Copernicus GmbH,10.5194/egusphere-egu26-2924,https://doi.org/10.5194/egusphere-egu26-2924,,Crossref,interbasin water transfer,,0.6364,resolving DOI
eligible,Global interbasin-transfer literature,A coupled hydrologic-machine learning modelling framework to support hydrologic modelling in river basins under Interbasin Water Transfer regimes,A.H. Essenfelder | C. Giupponi,2020,Environmental Modelling &amp; Software,Elsevier BV,10.1016/j.envsoft.2020.104779,https://doi.org/10.1016/j.envsoft.2020.104779,,Crossref,interbasin water transfer,,0.5092,resolving DOI
eligible,Global interbasin-transfer literature,Interbasin Water Transfers in Spain: Interregional Conflicts and Governance Responses,Nuria Hernández-Mora | Leandro del Moral Ituarte | Francesc La-Roca | Abel La Calle | Guido Schmidt,2014,Globalized Water,Springer Netherlands,10.1007/978-94-007-7323-3_13,https://doi.org/10.1007/978-94-007-7323-3_13,,Crossref,interbasin water transfer,,0.5556,resolving DOI
hold,Global interbasin-transfer literature,"Deriving Operating Rules of Pumped Water Storage Using Multiobjective Optimization: Case Study of the Han to Wei Interbasin Water Transfer Project, China",Bo Ming | Pan Liu | Jianxia Chang | Yimin Wang | Qiang Huang,2017,Journal of Water Resources Planning and Management,American Society of Civil Engineers (ASCE),10.1061/(asce)wr.1943-5452.0000828,https://doi.org/10.1061/(asce)wr.1943-5452.0000828,,Crossref,interbasin water transfer,,0.5537,no resolving DOI or live landing page
eligible,Global interbasin-transfer literature,Urbanization and sustainable potable water supply: implications in aquifer preservation and interbasin water transfers,René Autrique R. | Eduardo Rodal C.,2022,Proceedings of the 39th IAHR World Congress,International Association for Hydro-Environment Engineering and Research (IAHR),10.3850/iahr-39wc252171192022947,https://doi.org/10.3850/iahr-39wc252171192022947,,Crossref,interbasin water transfer,,0.5133,resolving DOI
eligible,Global interbasin-transfer literature,Investigation of present-day ground displacement in Taiyuan basin by InSAR in the context of interbasin water transfer project,Wei Tang | Xiangjun Zhao | Gang Bi | Jing Li | Mahdi Motagh | Mingjie Chen | Hua Chen,2021,,Copernicus GmbH,10.5194/egusphere-egu21-9340,https://doi.org/10.5194/egusphere-egu21-9340,,Crossref,interbasin water transfer,,0.5,resolving DOI
hold,Global interbasin-transfer literature,"Biodiversity, Weight – Length Relationship and Condition Factor of Luapula Basin Fishes: Ecological Health and Potential for Interbasin Water Transfer",Chalwe Chibwe | Nathan Nyambe | Justina  Asa Kasabila | Henry  M. Sichingabula | Imasiku Nyambe | Kawawa Banda,2024,,Elsevier BV,10.2139/ssrn.4888282,https://doi.org/10.2139/ssrn.4888282,,Crossref,interbasin water transfer,,0.625,no resolving DOI or live landing page
eligible,Global interbasin-transfer literature,Assessment of river ecological health status and interbasin water transfer potential: Case study of Luapula River Basin in Zambia,Chalwe Chibwe | Nathan Nyambe | Justina Asa Kasabila | Henry Sichingabula | Imasiku Anayawa Nyambe | Kawawa Banda,2024,"Physics and Chemistry of the Earth, Parts A/B/C",Elsevier BV,10.1016/j.pce.2024.103761,https://doi.org/10.1016/j.pce.2024.103761,,Crossref,interbasin water transfer,,0.625,resolving DOI
eligible,Global interbasin-transfer literature,Joint risk of interbasin water transfer and impact of the window size of sampling low flows under environmental change,Xinjun Tu | Xiaoxia Du | Vijay P. Singh | Xiaohong Chen | Yiliang Du | Kun Li,2017,Journal of Hydrology,Elsevier BV,10.1016/j.jhydrol.2017.08.037,https://doi.org/10.1016/j.jhydrol.2017.08.037,,Crossref,interbasin water transfer,,0.5167,resolving DOI
eligible,Global interbasin-transfer literature,From prolonged drought to interbasin water transfer: evidence of increased cyanobacterial biomass and cyanotoxins in a tropical semiarid reservoir,Juliana dos Santos Severiano | Camila Ferreira Mendes | Tatiane Medeiros Queiroz | Dayrla Kelly Gomes Rocha | Emmanuelly da Silva Oliveira | Ênio Wocyli Dantas | José Etham de Lucena Barbosa,2026,Harmful Algae,Elsevier BV,10.1016/j.hal.2026.103233,https://doi.org/10.1016/j.hal.2026.103233,,Crossref,interbasin water transfer,,0.5,resolving DOI
eligible,Global interbasin-transfer literature,"Interbasin water transfers and integrated water resources management: Where engineering, science and politics interlock",J. Gupta | P. van der Zaag,2008,"Physics and Chemistry of the Earth, Parts A/B/C",Elsevier BV,10.1016/j.pce.2007.04.003,https://doi.org/10.1016/j.pce.2007.04.003,,Crossref,interbasin water transfer,,0.5311,resolving DOI
hold,Global interbasin-transfer literature,Interbasin Water Transfers in Riparian Doctrine States: the Case for Interregional Compensation,JAMES HITE,2006,Growth and Change,Wiley,10.1111/j.1468-2257.1986.tb00063.x,https://doi.org/10.1111/j.1468-2257.1986.tb00063.x,,Crossref,interbasin water transfer,,0.5455,no resolving DOI or live landing page
hold,Global interbasin-transfer literature,Interbasin Water Transfers and the Régimes of Three Northwestern Ontario Rivers,Ming‐Ko Woo | Peter R. Waylen,1988,Canadian Geographies / Géographies canadiennes,Wiley,10.1111/j.1541-0064.1988.tb00019.x,https://doi.org/10.1111/j.1541-0064.1988.tb00019.x,,Crossref,interbasin water transfer,,0.5529,no resolving DOI or live landing page
eligible,Global interbasin-transfer literature,"Changes in parasite communities of fishes from an intermittent river in the Brazilian semi-arid, after a major interbasin water transfer",Julia Martini Falkenberg | Vitória Maria Moreira de Lima | Fábio Hideki Yamada | Telton Pedro Anselmo Ramos | Ana Carolina Figueiredo Lacerda,2024,Aquatic Ecology,Springer Science and Business Media LLC,10.1007/s10452-024-10112-7,https://doi.org/10.1007/s10452-024-10112-7,https://link.springer.com/content/pdf/10.1007/s10452-024-10112-7.pdf,Crossref,interbasin water transfer,,0.5287,resolving DOI
eligible,Global interbasin-transfer literature,Interbasin water transfers and the size of regions: An economic geography example,Juan Carlos Lopez,2018,Water Resources and Economics,Elsevier BV,10.1016/j.wre.2017.10.005,https://doi.org/10.1016/j.wre.2017.10.005,,Crossref,interbasin water transfer,,0.6143,resolving DOI
eligible,Global interbasin-transfer literature,Rewiring biogeochemical interactions: How interbasin water transfers shape DOM-Microbe dynamics,Jiangyong Chu | Yushuai Wang | Xiong Cao | Christian Lønborg | Patrick Martin | Xin Kou | Xin Lv | Yajun Wang | Jianghao Ji | Jie Wang | Xiaofeng Cao | Weixiao Qi | Jianfeng Peng | Huijuan Liu | Jiuhui Qu,2026,Water Research,Elsevier BV,10.1016/j.watres.2026.125388,https://doi.org/10.1016/j.watres.2026.125388,,Crossref,interbasin water transfer,,0.5091,resolving DOI
